,Email Text,Email Type
10,"make her beg you to give it to her everynight you too can please you and your partner so much better . and it doesn ' t take half a year like other solutions . if you don ' t trust me , trust the new york times , newsweek , time magazine , and the testemonials of many people all over the net . look , if anything else check out the site and see the facts for yourself its new , its safe ! its the most advanced penile enlargement solution ! it ' s 100 % guaranteed to enlarge your penis . 3 + inches magna - rx patch - click here the amazing , new magna rx patch is not available in any stores or on other websites . accept no imitations ! order your male enhancement patch now through this exclusive website offer and get a 1 - month supply free ! one small investment in yourself will last a lifetime ! - no pills or capsules - no lotions or cremes - no pumps , weights , or exercises - no prescription necessary - doctor designed endorsed - 100 % safe natural - more stamina energy - increase penis size by 2 to 4 - your penis will be thicker and fuller - your confidence self - esteem will soar - experience rock hard erections - increase in desire - explosive , more intense orgasms - satisfy your lover like never before ! - free male help e - book with all orders - free 1 month supply of magna - rx patch ' s - fast , discrete shipping click here for more information if you ' d rather use pills instead of a patch for the same results check this out no more emails",Phishing Email
11,"URL: http://www.newsisfree.com/click/-5,8304313,1717/
Date: 2002-09-27T08:51:29+01:00[IMG: http://www.newsisfree.com/Images/fark/cbc.ca.gif ([CBC])]
",Safe Email
12,"begin forwarded text Date: Wed, 25 Sep 2002 13:57:15 -0400 To: Digital Bearer Settlement List From: ""R. A. Hettinga"" Subject: California needs intelligent energy deregulation Sender: http://www.siliconvalley.com/mld/siliconvalley/4144696.htm?template=contentModules/printstory.jspPosted on Tue, Sep. 24, 2002 Dan Gillmor: State needs intelligent energy deregulationBy Dan Gillmor Mercury News Technology ColumnistThe facts were trade and government secrets at the time. But the energy industry failed the smell test in 2000 and 2001 as it tried to justify soaring wholesale electricity and natural-gas prices in California.Now, as investigators and regulators unravel the reasons for a financial and fiscal mess we'll be cleaning up for decades, we're learning what everyone suspected. Market games helped engineer the price spikes.The latest manipulation was highlighted in Monday's finding by a federal administrative law judge, who said a dominant natural-gas company squeezed supplies in order to squeeze customers. His ruling came a few days after California's Public Utilities Commission reported that electricity generators mysteriously failed to use available capacity during the crunch, also driving up prices.And don't forget the sleazy games by energy traders who gleefully worked the system, in schemes best summed up by an Enron insider's boast in a memorandum made public in May, that ``Enron gets paid for moving energy to relieve congestion without actually moving any energy or relieving any congestion.''How much of this was illegal, as opposed to simply amoral, remains to be seen. Unfortunately, California's response -- confusion, lawsuits and policy tweaks -- hasn't been sufficient.More unfortunately, even if the state suddenly did all the right things -- including a hard-nosed program designed to free ourselves from the gougers' grips -- we would need a willing federal partner. But it's foolish to think that the Bush administration would do much to help one of its least favorite states, or do anything that conflicts with its love of traditional, non-renewable energy sources.If the lawsuits against various energy companies and traders bear any fruit, the best we can expect is to pay off some of the massive debts the state amassed to prevent a total collapse in early 2001. That's a reasonable approach, but don't expect miracles.State policies are moving the wrong way on utility regulation, meanwhile. Instead of relentlessly pursuing smart deregulation -- still a good idea if it gives customers genuine choices -- state laws and regulations ``put the utilities back in the business of buying energy for captive customers,'' notes V. John White, executive director of the Sacramento-based Center for Energy Efficiency and Renewable Technologies (www.ceert.org).It's tempting to call for an outright state takeover of the utilities -- tempting but a bad idea. When there's genuine competition, as we could achieve in electricity generation, the private sector tends to do a better job. Instead of abandoning deregulation, California should find a way to inject real competition into the market.We do need to recognize that the current system of delivering electricity defies privatization, at least under current conditions. Smart regulation is essential.But the best response to gouging is to use less of what the gougers control. There are two ways: conservation and replacement. We need more of both.The best recent step is a new state law that slowly but surely ratchets up the use of electricity from renewables. By 2017, California's utilities will have to get 20 percent of their power from solar and other renewable sources. Several power companies are expected to do this even sooner.But this law has an element of old-line thinking, the captive-customer model we need to be getting away from, not sustaining. Lip service to newer ideas isn't enough.The state should be removing barriers to micro-generation systems, small generators that can run on a variety of fuels and provide decentralized, harder-to-disrupt electricity to homes and businesses. This technology is coming along fast. State policies are not keeping pace.Investing to save energy is increasingly the smartest move of all. California should be doing more to encourage this, whether through tax incentives or outright grants in low-income households. California hasn't done badly on conservation in a general sense, and energy customers did react to last year's soaring rates and blackouts by cutting back, but it's lunacy to wait for the next crisis when we can do something to avoid it altogether.Maybe this is all pointless. The Bush administration's energy policies, so grossly tilted toward the unholy trinity of oil, coal and nuclear, are making us all more vulnerable. Never mind what might happen if the coming war in Iraq goes badly.It's pointless to hope for a sane federal policy -- a crash program to drastically speed the inevitable transition to a hydrogen-based energy system. But the largest state, one of the world's major economies in its own right, does have some clout. We can hit the rip-off artists where it hurts, and protect ourselves from even more serious disruptions. Maybe next year.-- ----------------- R. A. Hettinga The Internet Bearer Underwriting Corporation 44 Farquhar Street, Boston, MA 02131 USA ""... however it may deserve respect for its usefulness and antiquity, [predicting the end of the world] has not been found agreeable to experience."" -- Edward Gibbon, 'Decline and Fall of the Roman Empire'--- end forwarded text -- ----------------- R. A. Hettinga The Internet Bearer Underwriting Corporation 44 Farquhar Street, Boston, MA 02131 USA ""... however it may deserve respect for its usefulness and antiquity, [predicting the end of the world] has not been found agreeable to experience."" -- Edward Gibbon, 'Decline and Fall of the Roman Empire'",Safe Email
13,"re : fyi - wellhead portfolio who is considered to be on greg sharp ' s orig team ? if they have deals in the wellhead portfolio , do we need to move them out ? just double checking . dave - - - - - - - - - - - - - - - - - - - - - - forwarded by david baumbach / hou / ect on 04 / 11 / 2000 10 : 33 am - - - - - - - - - - - - - - - - - - - - - - - - - - - enron north america corp . from : brenda f herod 04 / 11 / 2000 10 : 09 am to : david baumbach / hou / ect @ ect cc : subject : re : fyi - wellhead portfolio great . keep in mind - some people continue to confuse "" wellhead portfolio "" with "" deals done by producer services . "" all that should be in the wellhead portfolio is truly wellhead deals - not deals done by greg sharp ' s origination teams at competitive points . does that make sense ? enron capital management from : david baumbach 04 / 11 / 2000 09 : 54 am to : brenda f herod / hou / ect @ ect cc : subject : fyi - wellhead portfolio i worked with tom acton last night to get the wellhead portfolio cleaned up . tom had a sheet from vance that we used to determine what deals should be in the portfolio . i believe the portfolio is now correct . the sitara team will move the deals we identified today . dave",Safe Email
14,"rmmla / ads * * * * * * * * papers solicited for the 1998 rmmla conference * * * * * * * * * conjoint meeting : american dialect society : session chair , simonie hodges georgetown university 2525 farmcrest dr . # 328 herndon , va 20171 usa this session showcases papers on various aspects of american dialects . examples of previous paper topics include : dialects of utah , the use of formal and informal pronouns "" you "" in spanish speaking cities , jamaican english in historical plays , and sweet carbonated beverage isoglosses in the u . s . we hope that you will propose a paper for the 1998 rmmla ( rocky mountain modern language association ) conference in salt lake city . please address your proposal to the chair of the appropriate session . proposals based on a 300 - word abstract are due to the session chair no later than 15 february 1998 . these proposals must be sent on paper and on 3 . 5 "" disk ( preferably ibm - compatible format ) . if you would like the disk returned to you , please enclose a stamped , self - addressed envelope . you will be notified of the chair 's decision by 15 march 1998 . complete versions of accepted papers are due to the chair by 15 august ( paper and disk copy ) . visit the rmmla website at rmmla . wsu . edu / rmmla / callforpapers / call973 . asp for more details on the other topics at the conference . - guidelines for papers and presenters at the rmmla conference - - we would appreciate your following a few rmmla rules regarding papers presented at our conference . rmmla is an organization for its members . you must be a member in good standing to present a paper . your membership must be current by 1 april 1998 to have your name appear in the program . you may not read papers in more than one session . it is courteous to notify the chair if you submit to more than one session . if you have two papers accepted , please decide which you will give , and notify both chairs , as well as the rmmla secretariat . if we discover the duplication and are not able to reach you , we will have to choose for you . members who propose papers are expected to attend the convention to read at the scheduled time . no more than two members of the same institution may appear on any panel . no one 's name may appear on the program more than twice ( i . e . as a chair and a presenter ; appearance as a secretary is not considered ) . please notify the chair and the rmmla secretariat immediately if you find you are unable to present . it is the policy of the rmmla not to have papers read in absentia . ( nb : rmmla due dates represent dates for receipt . please allow adequate time when mailing overseas or to distant addresses . ) proposals for papers for the 1998 convention are due to the chairs no later than 15 february 1998 , because chairs must have the program copy for their sessions in the hands of the executive director by 1 march 1998 . this timeline is critical for setting and finalizing the program . thank you in advance for your cooperation .",Safe Email
15,"re : testing ir & fx var nick and winston , i understand that ir & fx var numbers are calculated every day in risktrac . this results are overwritten everyday in the database table by the official numbers calculated with the old version of the code . for the consistent testing we need historical results for each ir and fx sub - portfolio . can we store the numbers every day ? tanya",Safe Email
16,"The academic discipline of Software Engineering was launched at a conference
sponsored by NATO, at Garmisch, Germany, in October, 1968. Intriguingly, the
term Software Engineering was chosen to be deliberately provocative -- why
can't software be developed with the same rigor used by other engineering
disciplines?The proceedings of this conference are now available online, at:
http://www.cs.ncl.ac.uk/old/people/brian.randell/home.formal/NATO/index.htmlAlso, don't miss the pictures of attendees, including many significant
contributors to the field of Software Engineering:
http://www.cs.ncl.ac.uk/old/people/brian.randell/home.formal/NATO/N1968/inde
x.html- Jim
",Safe Email
17,"re : 3 . 402 queries : language - speakers , syntax , texts i would like to address the issue of "" who speaks languages ? "" it seems to me that this is a big problem . while linguists study structures of various kinds , language teachers study literature , and , if they ' re lucky , pedagogy ( very few graduate schools offer any theoretical orientation to teaching to literature students , which is where most college language teachers come from ) . thus many college language teachers must teach without background ( and with resentment , for some ) while they research in a different area entirely . when some linguists teach languages , they teach structures , not speaking . thus , when taking an unusually-taught language under the auspices of a linguistics department , all we did was talk about structure , we never learned to speak it . talking about language was thrown out many years ago as a way to learn to speak ! neither group , unhappy literature teachers nor structure-happy linguists , are likely to improve the image of language learning in this country . leslie morgan morgan @ loyvax",Safe Email
18,"a resume john , this is a resume i received today from my friend . please , take a look at it . what follows below is a copy of his message to me : dear vincent , i very much would like to ask you for a career advice . i am looking for new challenges and new professional opportunities . possibly there would be such opportunity around yourself at enron corporation . i trust that my strongest asset is my intellectual capital and ability to look from new angles into complex issues . beside of the experience of working under jacob goldfield an paul jacobson at goldman on the interest rate swaps and proprietary desks , i was a part of research effort of john meriwether group at salomon brothers , i headed the european interest options desk at dkbi in london and i have managed a small hedge fund in partnership with albert friedberg . i hold ph . d . in mathematics from mit and i have studied under nobel laureate in economics , bob merton . i very much would like to apply my knowledge of capital markets , trading and research in the field of energy markets . with my very best regards and personal wishes , mark kierlanczyk godel partners llc 67 wall street , suite 1901 new york , ny 10005 tel 212 943 5300 mkierlanczyk @ fmginy . com",Safe Email
19,"EFFector       Vol. 15, No. 35       November 8, 2002     ren@eff.orgA Publication of the Electronic Frontier Foundation     ISSN 1062-9424In the 234th Issue of EFFector:    * ALERT UPDATE: Urge Your Representative to Co-Sponsor the DMCRA!
    * ALERT: Bait and Switch: Anticounterfeiting Bill Hurts Your 
      Rights!
    * Canadian Trademark Law Overreaching
    * Give Twice as Many Gifts this Holiday Season!
    * Deep Links (4): Security Technologies Could Backfire Against 
      Consumers
    * AdministriviaFor more information on EFF activities & alerts: http://www.eff.org/To join EFF or make an additional donation:
  http://www.eff.org/support/
EFF is a member-supported nonprofit. Please sign up as a member today!-----------------------------------------------------------------* ALERT UPDATE: Urge Your Representative to Co-Sponsor the DMCRA!As the legislative season ends, it is vitally important to gather
support for legislation that will be center-stage in the next session.
This is an opportunity to ask your representative to take a stand for
your rights. Ask her/him to co-sponsor the DMCRA today!Representatives Rick Boucher and John Doolittle recently introduced
the Digital Media Consumers' Rights Act (DMCRA, H.R. 5544), which
would require labelling on usage-impaired ""copy-protected"" compact
discs and would make several several amendments to 1998's infamous
Digital Millennium Copyright Act (DMCA).Take action here:
http://action.eff.org/action/index.asp?step=2&item=2224Join EFF! For membership information see:
http://www.eff.org/support/-=end=-----------------------------------------------------------* ALERT: Bait and Switch; Anticounterfeiting Bill Hurts Your Rights!Don't be fooled by Senator Biden's ""Anticounterfeiting Amendments of
2002"" (S. 2395, also known as ""the Biden Bill""). It started as an
attempt to stop organized crime from forging holograms and
counterfeiting money, but its scope has been greatly expanded to
include digital watermarks on copyrighted material. This is a sneaky
power-grab that would greatly diminish the rights of the public in
copyrighted works while expanding the power of copyright owners. It
goes well beyond the scope of current copyright law and could:~ Prevent universities, libraries, and consumers from enjoying the
exceptions to the Copyright Act adopted by Congress. S. 2935 could
prohibit the use of interface information essential for software
interoperability and competition~ Impose new responsibilities on Internet service providers and could
also require consumer electronics and computer manufacturers to
reconfigure their products.~ Impose more severe criminal and civil penalties than permitted by
the Copyright Act for identical behaviorThis ""anticounterfeiting"" bill is a decoy; stand up for your rights
today! Subscribe to the EFF Action Center and send your member of
Congress an email, letter or fax. You can take action by going to:http://action.eff.org/action/index.asp?step=2&item=2274Join EFF! For membership information see:
http://www.eff.org/support/-=end=-----------------------------------------------------------* Canadian Trademark Law OverreachingEFF has been involved in several cases involving overreaching
trademark claims on the Internet. Recently we have learned about a
Canadian lawsuit over the website www.lawsnet.com, a nonprofit legal
information website focusing on the laws of Canada and China that seem
especially egregious.Lawsnet.com is a free legal information website that has been
published since 1998. Last year, Lawsnet.com's owner Ling Xia was sued
by Quicklaw, a subsidiary of global publishing giant LexisNexus Group.
Quicklaw claims that Lawsnet.com violates its rights in the name
LAW/NET. However, LAW/NET does not have a public Internet website
under that domain name. The name appears on a subsidiary webpage of
the Quicklaw.com website that offers public ""teasers"" in the form of
summaries of recent Canadian cases, with the full text only available
through the private, proprietary paid Quicklaw service for Canadian
lawyers. It seems clear that the two names are substantially
different, are used in different places (one as a teaser for a closed
computer service and the other for information freely available on the
public internet) and are not causing any consumer confusion. Even more
problematic, Quicklaw does not even have a Canadian trademark in the
term LAW/NET -- it applied for one in 1997 but has repeatedly filed
requests for extensions of time with the Canadian trademark
authorities. In contrast, Ms. Xia is in the final stages of having a
Canadian trademark issued for ""lawsnet.""Regardless of its weak case, Quicklaw has managed to drag Ms. Xia
through over a year of litigation and recently succeeded in securing a
court order requiring her to undergo an extensive ""discovery"" process
that threatens to drive her under. Although she has had some free
legal assistance in the past, this next phase will require
significantly more legal resources than her volunteer attorneys can
muster. Quicklaw is represented by a large Toronto firm, Borden Ladner
and Gervais, LLP.Abuse of trademark law (even here, when no official trademark has even
been granted) is a growing problem on the Internet, and it is
unfortunately becoming an international problem. EFF urges Quicklaw,
and its US-based parent company, to stop beating up on this free and
useful website. While trademark law is important when misuse of a mark
is causing consumer confusion, it does not -- and should not -- grant
ownership in words, especially descriptive words like ""laws"" and ""net""
when describing an online legal information service. Trademark law
should also not be a license for large corporations who sell legal
information (or any other nonproprietary information) to stop
individuals who want to use the power of the Internet to provide free
legal information to the public.For those who wish to help Ms. Xia directly, local Toronto lawyer and
part-time law professor Gil Lan has agreed to act as trustee for a
legal defence fund to be established for Ms. Xia. If you wish to help,
please contact:Mr. Gil Lan
Barrister & Solicitor
393 University Avenue
Suite 2000
Toronto, Ontario, M5G 1E6or by email at:
glan@globalbusinesslaw.comor Ling Xia at:
editor@lawsnet.com-=end=-----------------------------------------------------------* Give Twice as Many Gifts this Holiday Season!EFF has signed up with ShopsThatGive.com, a portal site for dozens of
online shops that donates a portion of their referral fees to a
charity of your choice. If you shop online at any of the websites
available through ShopsThatGive, including Alibris, buy.com, Disney
Store, eBay, eToys, Half.com, Lens Express, McAfee, Office Depot,
Palm, Petsmart, REI, Rail Europe, and Verizon Wireless, part of your
purchase can be donated back to EFF. From the main ShopsThatGive page,
simply select EFF as your designated cause, select a merchant or
category, and you're all set. It won't cost you anything extra and it
would help us out a lot. Please keep this giving opportunity in mind,
especially throughout the upcoming holiday season.Links:
ShopsThatGive:
http://www.shopsthatgive.com/Complete List of Participating Merchants:
http://www.shopsthatgive.com/category.aspxBuy EFF-related books through Amazon or Barnes&Noble:
http://www.eff.org/promo/books.html-=end=-----------------------------------------------------------* Deep Links
Deep Links features noteworthy news items, victories, and threats from
around the Internet.~ Security Technologies Could Backfire Against Consumers
Robert Lemos at news.com with a balanced piece on trusted computing.
http://news.com.com/2009-1001-964628.html?tag=fd_lede1_hed~ Barbie's Kinky Rival Wins First Court Battle
Mattel loses first round in intellectual property battle over S&M doll
with Barbie head.
http://www.thescotsman.co.uk/international.cfm?id=1242812002~ Unspooled
In the digital age, the quaint cassette is sent reeling into history's
dustbin.
http://www.washingtonpost.com/wp-dyn/articles/A32476-2002Oct28.html~ The Meaning and Importance of the TEACH Act
The American Library Association on the latest amendment to US
copyright law.
http://www.ala.org/washoff/teach.html-=end=-----------------------------------------------------------* AdministriviaEFFector is published by:The Electronic Frontier Foundation
454 Shotwell Street
San Francisco CA 94110-1914 USA
+1 415 436 9333 (voice)
+1 415 436 9993 (fax)
  http://www.eff.org/Editor:
Ren Bucholz, Activist
  ren@eff.orgTo Join EFF online, or make an additional donation, go to:
  http://www.eff.org/support/Membership & donation queries: membership@eff.org
General EFF, legal, policy or online resources queries: ask@eff.orgReproduction of this publication in electronic media is encouraged.
Signed articles do not necessarily represent the views of EFF. To
reproduce signed articles individually, please contact the authors for
their express permission. Press releases and EFF announcements &
articles may be reproduced individually at will.To change your address, please visit http://action.eff.org/subscribe/.
>>From there, you can update all your information. If you have already
subscribed to the EFF Action Center, please visit
http://action.eff.org/action/login.asp.To unsubscribe from the EFFector mailing list, send an email to
alerts@action.eff.org with the word ""Remove"" in the subject.(Please ask ren@eff.org to manually remove you from the list if this
does not work for you for some reason.)Back issues are available at:
  http://www.eff.org/effector ++++++++++++++++++++++++
You received this message because legit-lists-eff@jmason.org is a member of
the mailing list originating from alerts@action.eff.org. To unsubscribe 
from all mailing lists originating from alerts@action.eff.org, send an 
email from legit-lists-eff@jmason.org to alerts@action.eff.org with 'Remove' as the
only text in the subject line.
",Safe Email
20,"re : meeting on feb 8 , 2001 dear mr . nur azmin abu bakar , thanks for your prompt reply . please , let us know how many members of your team will visit enron . i look forward to our meeting on february 8 . vince kaminski azminab @ petronas . com . my on 01 / 02 / 2001 06 : 38 : 33 pm to : vince . j . kaminski @ enron . com , khairuddinbmjaafar @ petronas . com . my , shirley . crenshaw @ enron . com cc : subject : re : meeting on feb 8 , 2001 dear kaminski , happy new year and thank you for the reply . we are honored to have lunch with you and your team however we have another appointment at 2 . 30 p . m . regards vince . j . kaminski @ enron . com on 03 / 01 / 2001 07 : 38 : 19 am to : azminab @ petronas . com . my cc : vince . j . kaminski @ enron . com , shirley . crenshaw @ enron . com subject : meeting on feb 8 , 2001 dear sir , i would like to apologize for the delay in responding to your fax . i was on vacation for the last few days . i shall be honored to meet your delegation on thursday , february 8 at 10 : 00 a . m . please , let me know if you will be free for lunch after the meeting . vince kaminski",Safe Email
21,"formal invite for chase . secrets revealed . how do porn stars perform , stay strong and hard even after cumming ! grow upto "" 8 "" inches ! the answer is here . turn off notifications here . ub international exports ltd st . jan # 3341 belize city , belize",Phishing Email
